-1,0.025974025974025976,0.02531645569620253,0,-1,0.06207792207792207,0.0379746835443038,0,1,0.09480519480519481,0.08860759493670886,0,1,0.01974025974025974,0.1518987341772152,0,1,0.03506493506493506,0.05063291139240506,0
-1,0.06207792207792207,0.0379746835443038,0,1,0.09480519480519481,0.08860759493670886,0,1,0.01974025974025974,0.1518987341772152,0,1,0.03506493506493506,0.05063291139240506,0,1,0.02311688311688312,0.0379746835443038,0
1,0.09480519480519481,0.08860759493670886,0,1,0.01974025974025974,0.1518987341772152,0,1,0.03506493506493506,0.05063291139240506,0,1,0.02311688311688312,0.0379746835443038,0,-1,0.04753246753246754,0.02531645569620253,0
1,0.01974025974025974,0.1518987341772152,0,1,0.03506493506493506,0.05063291139240506,0,1,0.02311688311688312,0.0379746835443038,0,-1,0.04753246753246754,0.02531645569620253,0,1,0.07116883116883116,0.0759493670886076,0
1,0.03506493506493506,0.05063291139240506,0,1,0.02311688311688312,0.0379746835443038,0,-1,0.04753246753246754,0.02531645569620253,0,1,0.07116883116883116,0.0759493670886076,0,1,0.017922077922077922,0.11392405063291139,0
1,0.02311688311688312,0.0379746835443038,0,-1,0.04753246753246754,0.02531645569620253,0,1,0.07116883116883116,0.0759493670886076,0,1,0.017922077922077922,0.11392405063291139,0,1,0.027792207792207792,0.0379746835443038,0
-1,0.04753246753246754,0.02531645569620253,0,1,0.07116883116883116,0.0759493670886076,0,1,0.017922077922077922,0.11392405063291139,0,1,0.027792207792207792,0.0379746835443038,0,-1,0.10909090909090909,0.05063291139240506,0
1,0.07116883116883116,0.0759493670886076,0,1,0.017922077922077922,0.11392405063291139,0,1,0.027792207792207792,0.0379746835443038,0,-1,0.10909090909090909,0.05063291139240506,0,1,0.11870129870129871,0.05063291139240506,0
1,0.017922077922077922,0.11392405063291139,0,1,0.027792207792207792,0.0379746835443038,0,-1,0.10909090909090909,0.05063291139240506,0,1,0.11870129870129871,0.05063291139240506,0,1,0.10961038961038962,0.0759493670886076,0
1,0.027792207792207792,0.0379746835443038,0,-1,0.10909090909090909,0.05063291139240506,0,1,0.11870129870129871,0.05063291139240506,0,1,0.10961038961038962,0.0759493670886076,0,-1,0.19896103896103895,0.11392405063291139,0
